S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
CONTIG	NODE_1_length_292708_cov_3.171697	292708	unaligned
CONTIG	NODE_2_length_230242_cov_3.106601	230242	unaligned
CONTIG	NODE_3_length_223034_cov_2.988212	223034	unaligned
CONTIG	NODE_4_length_175155_cov_2.754099	175155	unaligned
CONTIG	NODE_5_length_169474_cov_2.867618	169474	unaligned
CONTIG	NODE_6_length_146570_cov_3.414045	146570	unaligned
CONTIG	NODE_7_length_143013_cov_2.871257	143013	unaligned
CONTIG	NODE_8_length_131559_cov_3.402112	131559	unaligned
CONTIG	NODE_9_length_130248_cov_3.146587	130248	unaligned
CONTIG	NODE_10_length_119842_cov_3.054155	119842	unaligned
CONTIG	NODE_11_length_118857_cov_3.017985	118857	unaligned
CONTIG	NODE_12_length_111873_cov_2.982537	111873	unaligned
1476	1568	96600	96508	gi_552530711_ref_NC_007488.2_	NODE_13_length_96600_cov_2.947061	100.0		True
CONTIG	NODE_13_length_96600_cov_2.947061	96600	correct_unaligned
CONTIG	NODE_14_length_96597_cov_2.996466	96597	unaligned
CONTIG	NODE_15_length_92928_cov_2.984736	92928	unaligned
CONTIG	NODE_16_length_84722_cov_2.877063	84722	unaligned
CONTIG	NODE_17_length_79879_cov_2.789324	79879	unaligned
CONTIG	NODE_18_length_75659_cov_2.641916	75659	unaligned
CONTIG	NODE_19_length_73185_cov_7.239356	73185	unaligned
CONTIG	NODE_20_length_72202_cov_2.889806	72202	unaligned
CONTIG	NODE_21_length_71177_cov_2.673246	71177	unaligned
CONTIG	NODE_22_length_68543_cov_2.688795	68543	unaligned
CONTIG	NODE_23_length_67626_cov_3.146417	67626	unaligned
CONTIG	NODE_24_length_63666_cov_3.260645	63666	unaligned
CONTIG	NODE_25_length_61247_cov_2.842823	61247	unaligned
CONTIG	NODE_26_length_60541_cov_2.608771	60541	unaligned
CONTIG	NODE_27_length_60295_cov_3.213033	60295	unaligned
55862	114179	58371	54	gi_552530711_ref_NC_007488.2_	NODE_28_length_58371_cov_3.700350	100.0		True
CONTIG	NODE_28_length_58371_cov_3.700350	58371	correct
CONTIG	NODE_29_length_56383_cov_2.682199	56383	unaligned
CONTIG	NODE_30_length_55060_cov_7.350010	55060	unaligned
CONTIG	NODE_31_length_53408_cov_2.694701	53408	unaligned
CONTIG	NODE_32_length_52060_cov_4.300787	52060	unaligned
CONTIG	NODE_33_length_51238_cov_2.952527	51238	unaligned
CONTIG	NODE_34_length_50031_cov_2.266130	50031	unaligned
CONTIG	NODE_35_length_47234_cov_3.915021	47234	unaligned
1477	1568	45788	45697	gi_552530711_ref_NC_007488.2_	NODE_36_length_45788_cov_6.118941	100.0		True
CONTIG	NODE_36_length_45788_cov_6.118941	45788	correct_unaligned
CONTIG	NODE_37_length_42998_cov_2.738026	42998	unaligned
CONTIG	NODE_38_length_42690_cov_10.892410	42690	unaligned
CONTIG	NODE_39_length_42094_cov_3.059951	42094	unaligned
CONTIG	NODE_40_length_36924_cov_3.295729	36924	unaligned
19856	55870	36015	1	gi_552530711_ref_NC_007488.2_	NODE_41_length_36015_cov_3.719949	100.0		True
CONTIG	NODE_41_length_36015_cov_3.719949	36015	correct
CONTIG	NODE_42_length_34647_cov_2.585547	34647	unaligned
CONTIG	NODE_43_length_31363_cov_2.415574	31363	unaligned
CONTIG	NODE_44_length_31046_cov_3.070688	31046	unaligned
CONTIG	NODE_45_length_30023_cov_2.898563	30023	unaligned
CONTIG	NODE_46_length_28267_cov_2.478420	28267	unaligned
CONTIG	NODE_47_length_28117_cov_10.758957	28117	unaligned
CONTIG	NODE_48_length_26724_cov_6.724907	26724	unaligned
CONTIG	NODE_49_length_26552_cov_2.786575	26552	unaligned
1476	1568	1	93	gi_552530711_ref_NC_007488.2_	NODE_50_length_26171_cov_7.151162	100.0		True
CONTIG	NODE_50_length_26171_cov_7.151162	26171	correct_unaligned
CONTIG	NODE_51_length_24827_cov_2.901876	24827	unaligned
CONTIG	NODE_52_length_24328_cov_3.801568	24328	unaligned
CONTIG	NODE_53_length_24282_cov_8.737153	24282	unaligned
CONTIG	NODE_54_length_24112_cov_2.772971	24112	unaligned
CONTIG	NODE_55_length_21409_cov_2.677378	21409	unaligned
CONTIG	NODE_56_length_21031_cov_3.032047	21031	unaligned
1476	1569	19346	19253	gi_552530711_ref_NC_007488.2_	NODE_57_length_19346_cov_3.212954	100.0		True
CONTIG	NODE_57_length_19346_cov_3.212954	19346	correct_unaligned
CONTIG	NODE_58_length_19328_cov_3.070029	19328	unaligned
CONTIG	NODE_59_length_18838_cov_5.281515	18838	unaligned
1477	19866	18390	1	gi_552530711_ref_NC_007488.2_	NODE_60_length_18390_cov_3.255178	100.0		True
CONTIG	NODE_60_length_18390_cov_3.255178	18390	correct
CONTIG	NODE_61_length_18061_cov_6.467275	18061	unaligned
CONTIG	NODE_62_length_17676_cov_4.860206	17676	unaligned
CONTIG	NODE_63_length_16919_cov_3.865862	16919	unaligned
CONTIG	NODE_64_length_16170_cov_3.178640	16170	unaligned
CONTIG	NODE_65_length_15882_cov_4.599721	15882	unaligned
CONTIG	NODE_66_length_14418_cov_2.888168	14418	unaligned
CONTIG	NODE_67_length_13469_cov_14.117972	13469	unaligned
CONTIG	NODE_68_length_12762_cov_2.808509	12762	unaligned
