S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
CONTIG	NODE_1_length_292708_cov_3.171755	292708	unaligned
CONTIG	NODE_2_length_257828_cov_3.053881	257828	unaligned
CONTIG	NODE_3_length_250074_cov_3.101340	250074	unaligned
CONTIG	NODE_4_length_230242_cov_3.106622	230242	unaligned
CONTIG	NODE_5_length_201153_cov_2.854054	201153	unaligned
CONTIG	NODE_6_length_192862_cov_3.021725	192862	unaligned
CONTIG	NODE_7_length_176348_cov_2.743105	176348	unaligned
CONTIG	NODE_8_length_169474_cov_2.867642	169474	unaligned
CONTIG	NODE_9_length_142983_cov_2.871859	142983	unaligned
CONTIG	NODE_10_length_131559_cov_3.402112	131559	unaligned
CONTIG	NODE_11_length_121263_cov_2.662515	121263	unaligned
1476	114179	112757	54	gi_552530711_ref_NC_007488.2_	NODE_12_length_112757_cov_3.628994	100.0		True
CONTIG	NODE_12_length_112757_cov_3.628994	112757	correct
CONTIG	NODE_13_length_111873_cov_2.982537	111873	unaligned
CONTIG	NODE_14_length_103039_cov_3.636664	103039	unaligned
1476	1568	1	93	gi_552530711_ref_NC_007488.2_	NODE_15_length_96600_cov_2.947061	100.0		True
CONTIG	NODE_15_length_96600_cov_2.947061	96600	correct_unaligned
CONTIG	NODE_16_length_96597_cov_2.996466	96597	unaligned
CONTIG	NODE_17_length_87443_cov_2.816577	87443	unaligned
CONTIG	NODE_18_length_85068_cov_2.878282	85068	unaligned
CONTIG	NODE_19_length_79879_cov_2.789324	79879	unaligned
CONTIG	NODE_20_length_73344_cov_3.507788	73344	unaligned
CONTIG	NODE_21_length_72202_cov_2.889806	72202	unaligned
CONTIG	NODE_22_length_71154_cov_2.674111	71154	unaligned
CONTIG	NODE_23_length_63902_cov_3.460390	63902	unaligned
CONTIG	NODE_24_length_63666_cov_3.260645	63666	unaligned
CONTIG	NODE_25_length_60553_cov_2.608270	60553	unaligned
CONTIG	NODE_26_length_60330_cov_3.211166	60330	unaligned
CONTIG	NODE_27_length_55037_cov_7.353014	55037	unaligned
1477	1568	1	92	gi_552530711_ref_NC_007488.2_	NODE_28_length_45788_cov_6.119006	100.0		True
CONTIG	NODE_28_length_45788_cov_6.119006	45788	correct_unaligned
CONTIG	NODE_29_length_45298_cov_2.670567	45298	unaligned
CONTIG	NODE_30_length_44285_cov_3.892650	44285	unaligned
CONTIG	NODE_31_length_43822_cov_7.996364	43822	unaligned
CONTIG	NODE_32_length_43425_cov_2.681783	43425	unaligned
