S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
CONTIG	NODE_1_length_510758_cov_15.543554	510758	unaligned
CONTIG	NODE_2_length_414031_cov_15.174922	414031	unaligned
CONTIG	NODE_3_length_316029_cov_15.625516	316029	unaligned
CONTIG	NODE_4_length_288661_cov_14.893997	288661	unaligned
CONTIG	NODE_5_length_280012_cov_14.936149	280012	unaligned
1476	1569	235571	235478	gi_552530711_ref_NC_007488.2_	NODE_6_length_235571_cov_14.944891	100.0		True
CONTIG	NODE_6_length_235571_cov_14.944891	235571	correct_unaligned
CONTIG	NODE_7_length_235530_cov_16.373285	235530	unaligned
CONTIG	NODE_8_length_204781_cov_14.907635	204781	unaligned
1476	1568	203000	202908	gi_552530711_ref_NC_007488.2_	NODE_9_length_203000_cov_14.131858	100.0		True
CONTIG	NODE_9_length_203000_cov_14.131858	203000	correct_unaligned
CONTIG	NODE_10_length_174273_cov_15.221409	174273	unaligned
CONTIG	NODE_11_length_170159_cov_14.940053	170159	unaligned
CONTIG	NODE_12_length_152601_cov_15.707930	152601	unaligned
CONTIG	NODE_13_length_142782_cov_15.450252	142782	unaligned
CONTIG	NODE_14_length_130406_cov_15.078143	130406	unaligned
CONTIG	NODE_15_length_127948_cov_14.662250	127948	unaligned
CONTIG	NODE_16_length_119428_cov_15.725378	119428	unaligned
1477	114179	112756	54	gi_552530711_ref_NC_007488.2_	NODE_17_length_112756_cov_25.550944	100.0		True
CONTIG	NODE_17_length_112756_cov_25.550944	112756	correct
CONTIG	NODE_18_length_102881_cov_14.463935	102881	unaligned
CONTIG	NODE_19_length_73526_cov_33.450411	73526	unaligned
CONTIG	NODE_20_length_64821_cov_14.431158	64821	unaligned
CONTIG	NODE_21_length_58339_cov_48.744978	58339	unaligned
CONTIG	NODE_22_length_45060_cov_14.281651	45060	unaligned
CONTIG	NODE_23_length_42045_cov_37.456855	42045	unaligned
CONTIG	NODE_24_length_37292_cov_16.358020	37292	unaligned
CONTIG	NODE_25_length_34211_cov_15.828360	34211	unaligned
CONTIG	NODE_26_length_28281_cov_16.351142	28281	unaligned
CONTIG	NODE_27_length_27671_cov_37.166292	27671	unaligned
1476	1568	26171	26079	gi_552530711_ref_NC_007488.2_	NODE_28_length_26171_cov_32.808536	100.0		True
CONTIG	NODE_28_length_26171_cov_32.808536	26171	correct_unaligned
CONTIG	NODE_29_length_21661_cov_30.542470	21661	unaligned
CONTIG	NODE_30_length_21364_cov_16.085139	21364	unaligned
CONTIG	NODE_31_length_20385_cov_14.939878	20385	unaligned
CONTIG	NODE_32_length_19595_cov_46.152087	19595	unaligned
CONTIG	NODE_33_length_19239_cov_78.011229	19239	unaligned
CONTIG	NODE_34_length_17750_cov_18.514187	17750	unaligned
CONTIG	NODE_35_length_15421_cov_53.438740	15421	unaligned
CONTIG	NODE_36_length_9773_cov_11.862190	9773	unaligned
CONTIG	NODE_37_length_8708_cov_31.821242	8708	unaligned
CONTIG	NODE_38_length_7409_cov_15.123838	7409	unaligned
CONTIG	NODE_39_length_7193_cov_12.896620	7193	unaligned
CONTIG	NODE_40_length_6709_cov_77.320435	6709	unaligned
CONTIG	NODE_41_length_6212_cov_36.922536	6212	unaligned
CONTIG	NODE_42_length_5781_cov_46.665436	5781	unaligned
CONTIG	NODE_43_length_5354_cov_75.059494	5354	unaligned
CONTIG	NODE_44_length_3881_cov_17.741288	3881	unaligned
CONTIG	NODE_45_length_3348_cov_38.870968	3348	unaligned
1477	1568	1	92	gi_552530711_ref_NC_007488.2_	NODE_46_length_2866_cov_39.283448	100.0		True
CONTIG	NODE_46_length_2866_cov_39.283448	2866	correct_unaligned
CONTIG	NODE_47_length_1787_cov_36.120425	1787	unaligned
1	1568	1567	1	gi_552530711_ref_NC_007488.2_	NODE_48_length_1606_cov_160.156642	99.3		True
CONTIG	NODE_48_length_1606_cov_160.156642	1606	correct
CONTIG	NODE_49_length_1484_cov_57.716751	1484	unaligned
CONTIG	NODE_50_length_1399_cov_28.979326	1399	unaligned
CONTIG	NODE_51_length_951_cov_57.925408	951	unaligned
CONTIG	NODE_52_length_905_cov_23.599754	905	unaligned
CONTIG	NODE_53_length_871_cov_33.922879	871	unaligned
CONTIG	NODE_54_length_695_cov_33.162791	695	unaligned
CONTIG	NODE_55_length_542_cov_67.694878	542	unaligned
CONTIG	NODE_56_length_511_cov_20.356459	511	unaligned
